taxon_id	species_name	study_role	assembly_accession	match_status	queried_genus	source_genus	source_rank	source_record_id	source_excel_rows	source_doi	source_phylum	source_class	source_family	taxon_identity_flags	source_genus_comment_present	source_lifestyle_comment_present	species_verified	eligible_for_confirmatory_tests	candidate_primary_lifestyle	candidate_secondary_lifestyle	candidate_endophytic_capability	candidate_plant_pathogenic_capacity	candidate_decay_substrate	candidate_decay_type	candidate_aquatic_habitat	candidate_animal_biotrophic_capacity	candidate_growth_form	candidate_fruitbody_type
F378194	Epithele typhae	ingroup	GCF_022376455.1	genus_candidate_requires_species_verification	Epithele	Epithele	genus	jrk03004	9083	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Polyporaceae		False	False	False	False	wood_saprotroph				wood	white_rot	non-aquatic		filamentous_mycelium	corticioid
F599839	Fibroporia radiculosa	ingroup	GCF_000313525.1	genus_candidate_requires_species_verification	Fibroporia	Fibroporia	genus	jrk03165	9185	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Polyporales family incertae sedis		False	False	False	False	wood_saprotroph				wood	brown_rot	non-aquatic		filamentous_mycelium	corticioid
F5630	Laetiporus sulphureus	ingroup	GCF_001632365.1	genus_candidate_requires_species_verification	Laetiporus	Laetiporus	genus	jrk04438	9021	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Laetiporaceae		False	False	False	False	plant_pathogen	wood_saprotroph		wood_pathogen	wood	brown_rot	non-aquatic		filamentous_mycelium	polyporoid
F5365	Lentinus tigrinus	ingroup	GCF_003813185.1	genus_candidate_requires_species_verification	Lentinus	Lentinus	genus	jrk04572	9104	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Polyporaceae		False	False	False	False	wood_saprotroph				wood	white_rot	non-aquatic		filamentous_mycelium	agaricoid
F231932	Phanerochaete carnosa	ingroup	GCF_000300595.1	genus_candidate_requires_species_verification	Phanerochaete	Phanerochaete	genus	jrk06460	9052	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Phanerochaetaceae		False	False	False	False	wood_saprotroph				wood	white_rot	non-aquatic		filamentous_mycelium	corticioid
F104341	Rhodonia placenta	ingroup	GCF_002117355.1	genus_candidate_requires_species_verification	Rhodonia	Rhodonia	genus	jrk07582	9226	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Polyporales family incertae sedis		False	False	False	False	wood_saprotroph				wood	brown_rot	non-aquatic		filamentous_mycelium	corticioid
F181123	Austropuccinia psidii	ingroup	GCA_000469055.2	genus_candidate_requires_species_verification	Austropuccinia	Austropuccinia	genus	jrk00838	9768	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Pucciniomycetes	Sphaerophragmiaceae		False	True	False	False	plant_pathogen		no_endophytic_capacity	leaf/fruit/seed_pathogen			non-aquatic		filamentous_mycelium	rust
F60197	Cronartium quercuum	ingroup	GCA_015951145.1	genus_candidate_requires_species_verification	Cronartium	Cronartium	genus	jrk02163	9622	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Pucciniomycetes	Coleosporiaceae		False	True	False	False	plant_pathogen		no_endophytic_capacity	leaf/fruit/seed_pathogen			non-aquatic		filamentous_mycelium	rust
F203908	Melampsora laricis-populina	ingroup	GCF_000204055.1	genus_candidate_requires_species_verification	Melampsora	Melampsora	genus	jrk05003	9630	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Pucciniomycetes	Melampsoraceae		False	True	False	False	plant_pathogen		no_endophytic_capacity	leaf/fruit/seed_pathogen			non-aquatic		filamentous_mycelium	rust
F170000	Phakopsora pachyrhizi	ingroup	GCA_025201825.1	genus_candidate_requires_species_verification	Phakopsora	Phakopsora	genus	jrk06453	9650	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Pucciniomycetes	Phakopsoraceae		False	True	False	False	plant_pathogen		no_endophytic_capacity	leaf/fruit/seed_pathogen			non-aquatic		filamentous_mycelium	rust
F208348	Puccinia triticina	ingroup	GCF_026914185.1	genus_candidate_requires_species_verification	Puccinia	Puccinia	genus	jrk07293	9699	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Pucciniomycetes	Pucciniaceae		False	True	False	False	plant_pathogen		no_endophytic_capacity	leaf/fruit/seed_pathogen			non-aquatic		filamentous_mycelium	rust
F48021	Artomyces pyxidatus	ingroup	GCA_022160305.1	genus_candidate_requires_species_verification	Artomyces	Artomyces	genus	jrk00634	9280	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Auriscalpiaceae		False	False	False	False	wood_saprotroph				wood	white_rot	non-aquatic		filamentous_mycelium	clavarioid
F135208	Hericium alpestre	ingroup	GCA_004681135.1	genus_candidate_requires_species_verification	Hericium	Hericium	genus	jrk03818	9301	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Hericiaceae		False	False	False	False	wood_saprotroph	plant_pathogen		root_pathogen	wood,roots	white_rot	non-aquatic		filamentous_mycelium	polyporoid
F984962	Heterobasidion irregulare	ingroup	GCF_000320585.1	genus_candidate_requires_species_verification	Heterobasidion	Heterobasidion	genus	jrk03833	9289	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Bondarzewiaceae		False	False	False	False	plant_pathogen	wood_saprotroph		wood_pathogen	wood	white_rot	non-aquatic		filamentous_mycelium	polyporoid
F152956	Russula decolorans	ingroup	GCA_054948915.1	genus_candidate_requires_species_verification	Russula	Russula	genus	jrk07726	9329	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Russulaceae		False	False	False	False	ectomycorrhizal						non-aquatic		filamentous_mycelium	agaricoid
F40492	Stereum hirsutum	ingroup	GCF_000264905.1	genus_candidate_requires_species_verification	Stereum	Stereum	genus	jrk08394	9364	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Stereaceae		False	False	False	False	wood_saprotroph				wood	white_rot	non-aquatic		filamentous_mycelium	polyporoid
F1314805	Vararia minispora	ingroup	GCA_022160365.1	genus_candidate_requires_species_verification	Vararia	Vararia	genus	jrk09240	9319	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Peniophoraceae		False	False	False	False	wood_saprotroph				wood	white_rot	non-aquatic		filamentous_mycelium	corticioid
F65672	Serendipita indica	ingroup	GCA_910890315.1	genus_candidate_requires_species_verification	Serendipita	Serendipita	genus	jrk08004	9379	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Serendipitaceae		False	True	False	False	root_endophyte	soil_saprotroph	root_endophyte		soil		non-aquatic		filamentous_mycelium	none
F2600213	Serendipita sp. 400	ingroup	GCA_019627735.1	genus_candidate_requires_species_verification	Serendipita	Serendipita	genus	jrk08004	9379	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Serendipitaceae	incompletely_identified_species_label	False	True	False	False	root_endophyte	soil_saprotroph	root_endophyte		soil		non-aquatic		filamentous_mycelium	none
F2600215	Serendipita sp. 405	ingroup	GCA_019627745.1	genus_candidate_requires_species_verification	Serendipita	Serendipita	genus	jrk08004	9379	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Serendipitaceae	incompletely_identified_species_label	False	True	False	False	root_endophyte	soil_saprotroph	root_endophyte		soil		non-aquatic		filamentous_mycelium	none
F2600216	Serendipita sp. 411	ingroup	GCA_019627755.1	genus_candidate_requires_species_verification	Serendipita	Serendipita	genus	jrk08004	9379	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Serendipitaceae	incompletely_identified_species_label	False	True	False	False	root_endophyte	soil_saprotroph	root_endophyte		soil		non-aquatic		filamentous_mycelium	none
F109899	Serendipita vermifera	ingroup	GCA_000827415.1	genus_candidate_requires_species_verification	Serendipita	Serendipita	genus	jrk08004	9379	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Serendipitaceae		False	True	False	False	root_endophyte	soil_saprotroph	root_endophyte		soil		non-aquatic		filamentous_mycelium	none
F2834505	Sertulicium niveocremeum	ingroup	GCA_001630475.1	no_exact_genus_match	Sertulicium										False	False	False	False										
F467971	Sistotremastrum suecicum	ingroup	GCA_001632355.1	genus_candidate_requires_species_verification	Sistotremastrum	Sistotremastrum	genus	jrk08106	9414	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Hydnodontaceae		False	False	False	False	wood_saprotroph				wood	white_rot	non-aquatic		filamentous_mycelium	corticioid
F69979	Phyllozyma linderae	ingroup	GCA_058224995.1	genus_candidate_requires_species_verification	Phyllozyma	Phyllozyma	genus	jrk06583	9478	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Cystobasidiomycetes	Spiculogloeaceae		False	False	False	False	epiphyte	litter_saprotroph	no_endophytic_capacity		leaf/fruit/seed		non-aquatic		yeast	none
F100910	Rhodosporidiobolus nylandii	ingroup	GCA_051805555.1	genus_candidate_requires_species_verification	Rhodosporidiobolus	Rhodosporidiobolus	genus	jrk07584	9599	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Microbotryomycetes	Sporidiobolaceae		False	False	False	False	unspecified_saprotroph						partly_aquatic		yeast	none
F29898	Rhodotorula graminis	ingroup	GCF_001329695.1	genus_candidate_requires_species_verification	Rhodotorula	Rhodotorula	genus	jrk07587	9600	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Microbotryomycetes	Sporidiobolaceae		False	False	False	False	unspecified_saprotroph	foliar_endophyte	foliar_endophyte				partly_aquatic	opportunistic_human_parasite	yeast	none
F5286	Rhodotorula toruloides	ingroup	GCF_000320785.1	genus_candidate_requires_species_verification	Rhodotorula	Rhodotorula	genus	jrk07587	9600	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Microbotryomycetes	Sporidiobolaceae		False	False	False	False	unspecified_saprotroph	foliar_endophyte	foliar_endophyte				partly_aquatic	opportunistic_human_parasite	yeast	none
F500713	Sporobolomyces koalae	ingroup	GCF_050403365.1	genus_candidate_requires_species_verification	Sporobolomyces	Sporobolomyces	genus	jrk08276	9602	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Microbotryomycetes	Sporidiobolaceae		False	True	False	False	mycoparasite				fungal_material		partly_aquatic		yeast	none
F183962	Sporobolomyces salmoneus	ingroup	GCF_050403485.1	genus_candidate_requires_species_verification	Sporobolomyces	Sporobolomyces	genus	jrk08276	9602	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Microbotryomycetes	Sporidiobolaceae		False	True	False	False	mycoparasite				fungal_material		partly_aquatic		yeast	none
F370292	Thelephora ganbajun	ingroup	GCA_014904855.1	genus_candidate_requires_species_verification	Thelephora	Thelephora	genus	jrk08781	9397	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Thelephoraceae		False	False	False	False	ectomycorrhizal						non-aquatic		filamentous_mycelium	clavarioid
F56493	Thelephora terrestris	ingroup	GCA_015956445.1	genus_candidate_requires_species_verification	Thelephora	Thelephora	genus	jrk08781	9397	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Thelephoraceae		False	False	False	False	ectomycorrhizal						non-aquatic		filamentous_mycelium	clavarioid
F13290	Tilletia caries	ingroup	GCA_905072865.1	genus_candidate_requires_species_verification	Tilletia	Tilletia	genus	jrk08852	9553	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Exobasidiomycetes	Tilletiaceae		False	False	False	False	plant_pathogen		no_endophytic_capacity	leaf/fruit/seed_pathogen			non-aquatic		dimorphic_yeast	smut
F13291	Tilletia controversa	ingroup	GCA_905071785.1	genus_candidate_requires_species_verification	Tilletia	Tilletia	genus	jrk08852	9553	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Exobasidiomycetes	Tilletiaceae		False	False	False	False	plant_pathogen		no_endophytic_capacity	leaf/fruit/seed_pathogen			non-aquatic		dimorphic_yeast	smut
F157183	Tilletia laevis	ingroup	GCA_905071755.1	genus_candidate_requires_species_verification	Tilletia	Tilletia	genus	jrk08852	9553	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Exobasidiomycetes	Tilletiaceae		False	False	False	False	plant_pathogen		no_endophytic_capacity	leaf/fruit/seed_pathogen			non-aquatic		dimorphic_yeast	smut
F1031713	Tilletia maclaganii	ingroup	GCA_052422275.1	genus_candidate_requires_species_verification	Tilletia	Tilletia	genus	jrk08852	9553	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Exobasidiomycetes	Tilletiaceae		False	False	False	False	plant_pathogen		no_endophytic_capacity	leaf/fruit/seed_pathogen			non-aquatic		dimorphic_yeast	smut
F117179	Tilletia walkeri	ingroup	GCA_009428295.1	genus_candidate_requires_species_verification	Tilletia	Tilletia	genus	jrk08852	9553	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Exobasidiomycetes	Tilletiaceae		False	False	False	False	plant_pathogen		no_endophytic_capacity	leaf/fruit/seed_pathogen			non-aquatic		dimorphic_yeast	smut
F104669	Cryptococcus amylolentus	ingroup	GCF_001720205.1	genus_candidate_requires_species_verification	Cryptococcus	Cryptococcus	genus	jrk02192	9826	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Tremellomycetes	Cryptococcaceae		False	True	False	False	unspecified_saprotroph	foliar_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material		partly_aquatic	animal-associated/opportunistic_human_parasite	yeast	
F552467	Cryptococcus bacillisporus	ingroup	GCF_000836335.1	genus_candidate_requires_species_verification	Cryptococcus	Cryptococcus	genus	jrk02192	9826	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Tremellomycetes	Cryptococcaceae		False	True	False	False	unspecified_saprotroph	foliar_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material		partly_aquatic	animal-associated/opportunistic_human_parasite	yeast	
F1859122	Cryptococcus decagattii	ingroup	GCF_036417295.1	genus_candidate_requires_species_verification	Cryptococcus	Cryptococcus	genus	jrk02192	9826	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Tremellomycetes	Cryptococcaceae		False	True	False	False	unspecified_saprotroph	foliar_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material		partly_aquatic	animal-associated/opportunistic_human_parasite	yeast	
F40410	Cryptococcus deneoformans	ingroup	GCF_000091045.1	genus_candidate_requires_species_verification	Cryptococcus	Cryptococcus	genus	jrk02192	9826	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Tremellomycetes	Cryptococcaceae		False	True	False	False	unspecified_saprotroph	foliar_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material		partly_aquatic	animal-associated/opportunistic_human_parasite	yeast	
F5208	Cryptococcus depauperatus	ingroup	GCF_001720195.1	genus_candidate_requires_species_verification	Cryptococcus	Cryptococcus	genus	jrk02192	9826	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Tremellomycetes	Cryptococcaceae		False	True	False	False	unspecified_saprotroph	foliar_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material		partly_aquatic	animal-associated/opportunistic_human_parasite	yeast	
F1859096	Cryptococcus deuterogattii	ingroup	GCF_002954075.1	genus_candidate_requires_species_verification	Cryptococcus	Cryptococcus	genus	jrk02192	9826	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Tremellomycetes	Cryptococcaceae		False	True	False	False	unspecified_saprotroph	foliar_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material		partly_aquatic	animal-associated/opportunistic_human_parasite	yeast	
F37769	Cryptococcus gattii	ingroup	GCF_000185945.1	genus_candidate_requires_species_verification	Cryptococcus	Cryptococcus	genus	jrk02192	9826	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Tremellomycetes	Cryptococcaceae		False	True	False	False	unspecified_saprotroph	foliar_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material		partly_aquatic	animal-associated/opportunistic_human_parasite	yeast	
F5207	Cryptococcus neoformans	ingroup	GCF_000149245.1	genus_candidate_requires_species_verification	Cryptococcus	Cryptococcus	genus	jrk02192	9826	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Tremellomycetes	Cryptococcaceae		False	True	False	False	unspecified_saprotroph	foliar_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material		partly_aquatic	animal-associated/opportunistic_human_parasite	yeast	
F1859121	Cryptococcus tetragattii	ingroup	GCF_000835755.1	genus_candidate_requires_species_verification	Cryptococcus	Cryptococcus	genus	jrk02192	9826	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Tremellomycetes	Cryptococcaceae		False	True	False	False	unspecified_saprotroph	foliar_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material		partly_aquatic	animal-associated/opportunistic_human_parasite	yeast	
F5619	Cryptococcus wingfieldii	ingroup	GCF_001720155.1	genus_candidate_requires_species_verification	Cryptococcus	Cryptococcus	genus	jrk02192	9826	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Tremellomycetes	Cryptococcaceae		False	True	False	False	unspecified_saprotroph	foliar_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material		partly_aquatic	animal-associated/opportunistic_human_parasite	yeast	
F105984	Apiotrichum porosum	ingroup	GCF_003942205.1	genus_candidate_requires_species_verification	Apiotrichum	Apiotrichum	genus	jrk00502	9869	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Tremellomycetes	Trichosporonaceae		False	False	False	False	soil_saprotroph				soil		partly_aquatic		yeast	none
F1890679	Cryptotrichosporon argae	ingroup	GCA_051557425.1	genus_candidate_requires_species_verification	Cryptotrichosporon	Cryptotrichosporon	genus	jrk02225	9865	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Tremellomycetes	Tetragoniomycetaceae		False	False	False	False	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic		yeast	none
F279322	Cutaneotrichosporon cavernicola	ingroup	GCF_030864355.1	genus_candidate_requires_species_verification	Cutaneotrichosporon	Cutaneotrichosporon	genus	jrk02267	9870	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Tremellomycetes	Trichosporonaceae		False	False	False	False	animal_parasite	animal_decomposer			animal_material		partly_aquatic	animal_parasite/opportunistic_human_parasite	yeast	none
